品类组	品类	子品类	货号	评论内容	评论种类	一级分类	二级分类	三级分类
发饰	发夹	头箍	85152602	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84807212	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85175103	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	84586817	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	发夹	头箍	84970401	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	发夹	BB夹	84812601	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	83942708	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	84469502	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	BB夹	84489402	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	84586617	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	851098	好可爱	好评	外观与设计	款式设计	可爱
发饰	发夹	组合发饰	83940438	还行，孩子喜欢	好评	外观与设计	其他外观与设计	喜欢
发饰	发夹	组合发饰	83597872	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	85199203	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	84584002	性价比很高，女儿很喜欢，很舒服	好评	功能与效果	佩戴舒适性	佩戴舒适
发饰	发夹	爪夹	84584601	买的发箍同款，喜欢	好评	外观与设计	其他外观与设计	喜欢
发饰	发夹	鸭夹	85012205	很好看啦	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85202301	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85010101	牢固	好评	工艺与做工	粘合或结构牢固性	结实牢固
发饰	发夹	BB夹	85170603	戴上很好看，很喜欢。	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	84370503	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	爪夹	85293803	这个羽毛爪夹的毛量一边多一边少，夹头上同事发现的，不好看，显得头部两边不协调	差评	工艺与做工	细节质量	长短或大小不一
发饰	发夹	组合发饰	80594106	很好看！	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	83941921	颜色好看	好评	外观与设计	颜色设计	颜色好看
发饰	发夹	鸭夹	85221005	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84799304	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85198003	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	BB夹	84810304	性价比很高，实物很大	好评	外观与设计	版型或尺寸	版型或尺码大
发饰	发夹	鸭夹	84808503	实物很劣质，白色的很脏感觉放了很久，像是拼多多的质量	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	发夹	鸭夹	84808503	实物很劣质，白色的很脏感觉放了很久，像是拼多多的质量	差评	工艺与做工	细节质量	瑕疵
发饰	发夹	BB夹	84810301	好看，不管是配色还是性价比都很好	好评	外观与设计	颜色设计	颜色好看
发饰	发夹	头箍	85182302	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85205006	颜色好看，价格合理	好评	外观与设计	颜色设计	颜色好看
发饰	发夹	爪夹	85172403	好看但是一个夹子33有点小贵	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	82914204	不太好，买回去掉毛了	差评	材质与成分	材质表现	掉毛掉绒
发饰	发夹	鸭夹	84663103	掉毛了，用了没几天	差评	材质与成分	材质表现	掉毛掉绒
发饰	发夹	头箍	84922704	轻松打造高颅顶，颜色很好搭配衣服	好评	功能与效果	其他功能与效果反馈	效果好
发饰	发夹	头箍	84922704	轻松打造高颅顶，颜色很好搭配衣服	好评	外观与设计	款式设计	百搭
发饰	发夹	头箍	85193902	轻松打造高颅顶，这款已经是第三次购买了，朋友好喜欢	好评	功能与效果	其他功能与效果反馈	效果好
发饰	发夹	爪夹	84807202	挺好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	马尾夹	85399602	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	85221901	漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	80594106	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	80594119	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84813404	夾的紧	差评	工艺与做工	开合工艺	夹太紧
发饰	发夹	爪夹	85172302	好看好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85228802	好看好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85223401	好看，好看😄😄😄😄	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84370405	摸起来很舒适柔软	好评	材质与成分	材质质感或成分	材质舒适
发饰	发夹	爪夹	84271401	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84277202	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	83960107	差，买的杯子是碎的	差评	工艺与做工	细节质量	残次品
发饰	发夹	头箍	84983102	特别好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84723712	质量可以	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	爪夹	84799311	开胶水了	差评	工艺与做工	粘合或结构牢固性	开胶
发饰	发夹	BB夹	83987113	质量极差 戴一次图案就掉了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	84283406	有气质	好评	外观与设计	款式设计	潮流时尚或有设计感
发饰	发夹	爪夹	83941921	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	85164801	超级喜欢的	好评	外观与设计	其他外观与设计	喜欢
发饰	发夹	组合发饰	85253206	很可爱的一款发夹	好评	外观与设计	款式设计	可爱
发饰	发夹	组合发饰	85253209	很好看，孩子很喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85038403	喜欢，质量好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	BB夹	85173201	布灵布灵的，给朋友买的，喜欢？？	好评	外观与设计	款式设计	闪亮
发饰	发夹	鸭夹	84792608	非常好看，很喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	84555702	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85133402	喜欢好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	84963903	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	80775416	很好用，	好评	功能与效果	其他功能与效果反馈	效果好
发饰	发夹	BB夹	84823305	差劲，刚买来第一次拆开使用装饰就掉了，太不牢固了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	BB夹	84823305	差劲，刚买来第一次拆开使用装饰就掉了，太不牢固了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	85145603	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85145603	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	马尾夹	85146001	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	马尾夹	85146001	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	85156301	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85156301	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	85187801	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85187801	好看，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	85172109	特别可爱就是整体价格有点小贵	好评	外观与设计	款式设计	可爱
发饰	发夹	爪夹	84807202	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85307018	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85202301	脱线了，蝴蝶结散架了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	85202301	脱线了，蝴蝶结散架了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	发夹	爪夹	85113029	买回来第二天就坏了，质量很差	差评	工艺与做工	其他工艺与做工	坏了
发饰	发夹	爪夹	83960107	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	组合发饰	84243303	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	组合发饰	83440421	发饰好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	83597854	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	85297202	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	85307502	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85113007	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85293802	挺个性的	好评	外观与设计	款式设计	潮流时尚或有设计感
发饰	发夹	爪夹	84723719	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	85113101	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	853158	特别喜欢这个	好评	外观与设计	其他外观与设计	喜欢
发饰	发夹	组合发饰	83598421	质量不错	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	爪夹	84807209	抓力好	好评	工艺与做工	粘合或结构牢固性	结实牢固
发饰	发夹	鸭夹	84038304	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	84957804	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85178701	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	头箍	85092705	质量差	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	发夹	头箍	85011202	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	组合发饰	83940421	质量一般	中评	工艺与做工	其他工艺与做工	质量或做工一般
发饰	发夹	头箍	84695401	凯蒂猫可爱	好评	外观与设计	款式设计	可爱
发饰	发夹	鸭夹	85194601	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	84528905	非常可爱的小夹子	好评	外观与设计	款式设计	可爱
发饰	发夹	马尾夹	85087801	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85133402	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84723712	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84799302	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	鸭夹	85193801	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	爪夹	84956406	产品不错	好评	外观与设计	其他外观与设计	不错
发饰	发夹	一字夹	297260	质量好很好用五星好评！	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	发夹	马尾夹	85087601	睡衣写着100%棉才买的，床上床头到处都是毛，清洗掉色掉毛严重，手湿的摸下衣服手上都是细绒毛，掉毛严重腿还过敏了起了好多痘	差评	材质与成分	其他材质与成分	其他材质与成分
发饰	发夹	马尾夹	85087601	睡衣写着100%棉才买的，床上床头到处都是毛，清洗掉色掉毛严重，手湿的摸下衣服手上都是细绒毛，掉毛严重腿还过敏了起了好多痘	差评	材质与成分	材质表现	掉毛掉绒
发饰	发夹	爪夹	85091805	东西不错	好评	外观与设计	其他外观与设计	不错
发饰	发夹	鸭夹	85193102	挺好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	发夹	马尾夹	85108501	不好看有脏，退了！	差评	工艺与做工	细节质量	瑕疵
发饰	发夹	鸭夹	84992302	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
